date,school,district,school_type,campaign,campaign_phase,platform,content_type,boosted,target_grade,target_gender,on_ground_support,spend_zar,budget_allocated_zar,impressions,engagements,clicks,link_clicks,page_views,form_starts,registrations,confirmed_enrollments,counsellor_referrals,ctr,engagement_rate,link_click_rate,page_view_rate,form_start_rate,completion_rate,conversion_rate,enrollment_rate,cost_per_registration,cost_per_enrollment,budget_utilisation
2026-05-01,Alexandra School,Alexandra,No-Fee Public,Career Day,Mid,WhatsApp,Carousel,True,Grade 11,Female,True,26.67,29.83,1779,781.0,0.0,301.0,239.0,73.0,8.0,5.0,0.0,0.0,0.4390106801573918,0.0,0.7940199335548173,0.3054393305439331,0.1095890410958904,0.004496908375491849,0.625,3.33375,5.3340000000000005,0.8940663761314115
2026-05-04,Midrand High,Midrand,Public,Literacy Week,Launch,TikTok,Video,True,Grade 11,All,True,377.67,445.67,12983,4329.0,872.0,621.0,375.0,93.0,10.0,4.0,48.0,0.06716475390895787,0.33343603173380576,0.7121559633027523,0.6038647342995169,0.248,0.10752688172043011,0.0007702380035430948,0.4,37.767,94.4175,0.8474207373168487
2026-04-25,Alexandra School,Alexandra,No-Fee Public,Literacy Week,Mid,TikTok,Video,False,Grade 12,Male,True,0.0,0.0,1313,388.0,184.0,115.0,69.0,31.0,6.0,2.0,12.0,0.14013709063214014,0.2955064737242955,0.625,0.6,0.4492753623188406,0.1935483870967742,0.00456968773800457,0.3333333333333333,0.0,0.0,
2026-04-08,Midrand High,Midrand,Public,Career Day,Launch,WhatsApp,Static,True,Both,Male,False,24.78,29.35,1569,207.0,538.0,251.0,199.0,79.0,7.0,3.0,14.0,0.34289356277884003,0.13193116634799235,0.46654275092936803,0.7928286852589641,0.3969849246231156,0.08860759493670886,0.004461440407903123,0.42857142857142855,3.54,8.26,0.8442930153321976
2026-05-27,Soweto Academy,Soweto,No-Fee Public,Stem Drive,Close,Facebook,Static,True,Grade 11,Male,True,8.48,9.83,288,19.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.034722222222222224,0.06597222222222222,0.6,0.6666666666666666,0.0,0.0,0.0,0.0,,,0.8626653102746694
2026-05-27,Soweto Academy,Soweto,No-Fee Public,Career Day,Close,Instagram,Static,False,Both,Female,False,0.0,0.0,970,55.0,52.0,31.0,24.0,0.0,0.0,0.0,3.0,0.05360824742268041,0.05670103092783505,0.5961538461538461,0.7741935483870968,0.0,0.0,0.0,0.0,,,
2026-04-04,Alexandra School,Alexandra,No-Fee Public,Stem Drive,Launch,Instagram,Carousel,False,Grade 12,All,True,0.0,0.0,1944,357.0,163.0,86.0,47.0,23.0,2.0,1.0,4.0,0.08384773662551441,0.18364197530864199,0.5276073619631901,0.5465116279069767,0.48936170212765956,0.08695652173913043,0.00102880658436214,0.5,0.0,0.0,
2026-04-19,Randburg High,Randburg,Public,Stem Drive,Mid,Facebook,Video,False,Grade 11,All,False,0.0,0.0,493,20.0,18.0,10.0,8.0,2.0,0.0,0.0,0.0,0.036511156186612576,0.04056795131845842,0.5555555555555556,0.8,0.25,0.0,0.0,0.0,,,
2026-07-05,Soweto Academy,Soweto,No-Fee Public,Career Day,Mid,Instagram,Video,False,Both,Female,False,0.0,0.0,10605,1307.0,1098.0,573.0,333.0,174.0,18.0,12.0,75.0,0.10353606789250354,0.12324375294672324,0.5218579234972678,0.581151832460733,0.5225225225225225,0.10344827586206896,0.0016973125884016972,0.6666666666666666,0.0,0.0,
2026-04-17,Sandton College,Sandton,Public,Stem Drive,Mid,WhatsApp,Static,False,Grade 12,All,False,0.0,0.0,244,75.0,80.0,42.0,30.0,12.0,2.0,1.0,3.0,0.32786885245901637,0.3073770491803279,0.525,0.7142857142857143,0.4,0.16666666666666666,0.00819672131147541,0.5,0.0,0.0,
2026-05-11,Soweto Academy,Soweto,No-Fee Public,Stem Drive,Mid,Facebook,Static,True,Both,Female,False,40.06,0.0,1375,76.0,58.0,23.0,19.0,6.0,0.0,0.0,1.0,0.04218181818181818,0.05527272727272727,0.39655172413793105,0.8260869565217391,0.3157894736842105,0.0,0.0,0.0,,,
2026-06-07,Rosebank Academy,Rosebank,Public,Literacy Week,Close,WhatsApp,Static,True,Grade 12,Male,False,26.12,26.8,1044,127.0,321.0,204.0,165.0,68.0,13.0,8.0,20.0,0.3074712643678161,0.12164750957854406,0.6355140186915887,0.8088235294117647,0.4121212121212121,0.19117647058823528,0.012452107279693486,0.6153846153846154,2.0092307692307694,3.265,0.9746268656716418
2026-05-14,Randburg High,Randburg,Public,Digital Skills Push,Mid,WhatsApp,Static,True,Grade 12,Male,False,52.42,46.47,3404,655.0,0.0,518.0,322.0,0.0,11.0,5.0,26.0,0.0,0.19242068155111633,0.0,0.6216216216216216,0.0,0.0,0.0032314923619271444,0.45454545454545453,4.765454545454546,10.484,1.128039595437917
2026-04-20,Randburg High,Randburg,Public,Literacy Week,Mid,WhatsApp,Static,True,Grade 12,All,True,8.65,10.07,520,114.0,117.0,78.0,43.0,21.0,5.0,3.0,4.0,0.225,0.21923076923076923,0.6666666666666666,0.5512820512820513,0.4883720930232558,0.23809523809523808,0.009615384615384616,0.6,1.73,2.8833333333333333,0.858987090367428
2026-05-20,Alexandra School,Alexandra,No-Fee Public,Literacy Week,Close,WhatsApp,Static,False,Grade 12,All,True,0.0,0.0,1501,296.0,228.0,139.0,79.0,23.0,3.0,1.0,18.0,0.1518987341772152,0.1972018654230513,0.6096491228070176,0.5683453237410072,0.2911392405063291,0.13043478260869565,0.001998667554963358,0.3333333333333333,0.0,0.0,
2026-05-13,Midrand High,Midrand,Public,Literacy Week,Mid,WhatsApp,Video,True,Grade 11,All,False,20.85,22.24,1147,550.0,241.0,139.0,102.0,35.0,2.0,1.0,13.0,0.2101133391455972,0.47951176983435045,0.5767634854771784,0.7338129496402878,0.3431372549019608,0.05714285714285714,0.0017436791630340018,0.5,10.425,20.85,0.9375000000000001
2026-04-16,Rosebank Academy,Rosebank,Public,Career Day,Mid,Facebook,Static,True,Grade 12,Male,False,77.38,86.58,1469,39.0,58.0,29.0,24.0,9.0,2.0,1.0,0.0,0.039482641252552755,0.02654867256637168,0.5,0.8275862068965517,0.375,0.2222222222222222,0.0013614703880190605,0.5,38.69,77.38,0.8937398937398937
2026-04-21,Randburg High,Randburg,Public,Digital Skills Push,Mid,Facebook,Video,True,Grade 11,Male,True,176.33,175.78,4575,240.0,336.0,156.0,88.0,45.0,6.0,4.0,12.0,0.07344262295081967,0.05245901639344262,0.4642857142857143,0.5641025641025641,0.5113636363636364,0.13333333333333333,0.0013114754098360656,0.6666666666666666,29.388333333333335,44.0825,1.0031289111389237
2026-05-15,Alexandra School,Alexandra,No-Fee Public,Stem Drive,Mid,Facebook,Static,False,Both,All,False,0.0,0.0,1570,107.0,78.0,39.0,30.0,13.0,0.0,0.0,5.0,0.049681528662420385,0.06815286624203822,0.5,0.7692307692307693,0.43333333333333335,0.0,0.0,0.0,,,
2026-04-10,Brixton High,Johannesburg South,Public,Literacy Week,Launch,Facebook,Story,False,Both,Male,False,0.0,0.0,828,36.0,43.0,25.0,19.0,5.0,0.0,0.0,1.0,0.051932367149758456,0.043478260869565216,0.5813953488372093,0.76,0.2631578947368421,0.0,0.0,0.0,,,
2026-05-10,Alexandra School,Alexandra,No-Fee Public,Digital Skills Push,Mid,Instagram,Static,False,Both,Male,False,0.0,0.0,2598,330.0,127.0,85.0,60.0,17.0,2.0,1.0,7.0,0.04888375673595073,0.12702078521939955,0.6692913385826772,0.7058823529411765,0.2833333333333333,0.11764705882352941,0.0007698229407236335,0.5,0.0,0.0,
2026-04-11,Midrand High,Midrand,Public,Career Day,Launch,Instagram,Static,False,Both,All,False,0.0,0.0,1725,101.0,202.0,94.0,69.0,34.0,3.0,1.0,5.0,0.11710144927536231,0.058550724637681156,0.46534653465346537,0.7340425531914894,0.4927536231884058,0.08823529411764706,0.0017391304347826088,0.3333333333333333,0.0,0.0,
2026-04-04,Soweto Academy,Soweto,No-Fee Public,Stem Drive,Launch,Instagram,Carousel,True,Both,All,False,346.53,363.9,5400,282.0,518.0,385.0,285.0,137.0,5.0,2.0,27.0,0.09592592592592593,0.052222222222222225,0.7432432432432432,0.7402597402597403,0.4807017543859649,0.0364963503649635,0.000925925925925926,0.4,69.306,173.265,0.9522671063478978
2026-03-04,Soweto Academy,Soweto,No-Fee Public,Literacy Week,Launch,TikTok,Video,True,Grade 12,Male,False,234.56,278.12,10740,0.0,1241.0,659.0,424.0,221.0,19.0,8.0,33.0,0.11554934823091248,0.0,0.5310233682514102,0.6433990895295902,0.5212264150943396,0.08597285067873303,0.0017690875232774675,0.42105263157894735,12.345263157894736,29.32,0.8433769595857903
2026-05-24,Sandton College,Sandton,Public,Literacy Week,Close,Instagram,Video,True,Grade 11,Male,False,676.54,622.24,15657,1241.0,1467.0,921.0,635.0,312.0,26.0,17.0,130.0,0.09369611036597049,0.07926167209554831,0.6278118609406953,0.6894679695982627,0.49133858267716535,0.08333333333333333,0.0016605990930574183,0.6538461538461539,26.02076923076923,39.796470588235294,1.087265363846747
2026-04-20,Soweto Academy,Soweto,No-Fee Public,Literacy Week,Mid,Instagram,Carousel,True,Both,Female,False,47.14,40.63,1178,157.0,97.0,48.0,38.0,0.0,2.0,1.0,2.0,0.08234295415959253,0.133276740237691,0.4948453608247423,0.7916666666666666,0.0,0.0,0.001697792869269949,0.5,23.57,47.14,1.1602264336697021
2026-04-30,Sandton College,Sandton,Public,Career Day,Mid,WhatsApp,Carousel,False,Grade 11,Male,False,0.0,0.0,2960,1128.0,720.0,450.0,339.0,129.0,20.0,9.0,24.0,0.24324324324324326,0.3810810810810811,0.625,0.7533333333333333,0.3805309734513274,0.15503875968992248,0.006756756756756757,0.45,0.0,0.0,
2026-04-08,Soweto Academy,Soweto,No-Fee Public,Stem Drive,Launch,WhatsApp,Static,True,Both,Male,True,10.19,10.14,383,69.0,68.0,35.0,20.0,9.0,0.0,0.0,2.0,0.17754569190600522,0.1801566579634465,0.5147058823529411,0.5714285714285714,0.45,0.0,0.0,0.0,,,1.004930966469428
2026-06-13,Rosebank Academy,Rosebank,Public,Literacy Week,Close,Instagram,Story,True,Grade 12,Male,False,141.55,150.67,3154,484.0,171.0,78.0,46.0,17.0,1.0,0.0,9.0,0.05421686746987952,0.1534559289790742,0.45614035087719296,0.5897435897435898,0.3695652173913043,0.058823529411764705,0.0003170577045022194,0.0,141.55,,0.9394703656998741
2026-12-05,Randburg High,Randburg,Public,Stem Drive,Mid,TikTok,Video,True,Grade 12,Male,False,394.51,402.67,13316,2957.0,1724.0,1149.0,809.0,278.0,76.0,46.0,132.0,0.12946830880144186,0.22206368278762392,0.6664733178654292,0.7040905134899913,0.34363411619283063,0.2733812949640288,0.005707419645539201,0.6052631578947368,5.1909210526315785,8.576304347826087,0.9797352670921597
2026-05-17,Sandton College,Sandton,Public,Digital Skills Push,Close,Instagram,Video,True,Grade 12,Male,False,283.97,253.13,6233,1094.0,385.0,182.0,121.0,0.0,5.0,2.0,15.0,0.06176800898443767,0.17551740734798651,0.4727272727272727,0.6648351648351648,0.0,0.0,0.0008021819348628269,0.4,56.794000000000004,141.985,1.1218346304270534
2026-01-04,Brixton High,Johannesburg South,Public,Literacy Week,Launch,TikTok,Video,False,Grade 11,All,False,0.0,0.0,1835,673.0,213.0,122.0,73.0,22.0,1.0,0.0,0.0,0.11607629427792915,0.3667574931880109,0.5727699530516432,0.5983606557377049,0.3013698630136986,0.045454545454545456,0.0005449591280653951,0.0,0.0,,
2026-04-09,Midrand High,Midrand,Public,Digital Skills Push,Launch,Facebook,Story,False,Grade 11,Male,False,0.0,0.0,1133,68.0,55.0,26.0,15.0,7.0,0.0,0.0,3.0,0.04854368932038835,0.06001765225066196,0.4727272727272727,0.5769230769230769,0.4666666666666667,0.0,0.0,0.0,,,
2026-04-18,Soweto Academy,Soweto,No-Fee Public,Digital Skills Push,Mid,Instagram,Carousel,True,Both,Male,True,166.66,162.5,2571,136.0,210.0,135.0,91.0,28.0,0.0,1.0,11.0,0.08168028004667445,0.052897705173084404,0.6428571428571429,0.674074074074074,0.3076923076923077,0.0,0.0,0.0,,166.66,1.0256
2026-05-22,Alexandra School,Alexandra,No-Fee Public,Career Day,Close,WhatsApp,Static,True,Grade 12,Female,True,0.0,14.99,1064,239.0,0.0,108.0,64.0,25.0,1.0,0.0,10.0,0.0,0.22462406015037595,0.0,0.5925925925925926,0.390625,0.04,0.0009398496240601503,0.0,0.0,,0.0
2026-06-13,Brixton High,Johannesburg South,Public,Literacy Week,Close,TikTok,Video,True,Both,Male,True,589.67,641.25,22491,5305.0,1887.0,1351.0,1104.0,580.0,96.0,43.0,126.0,0.08390022675736962,0.23587212662842916,0.71595124536301,0.8171724648408586,0.5253623188405797,0.16551724137931034,0.004268374016273176,0.4479166666666667,6.142395833333333,13.713255813953488,0.9195633528265107
2026-04-05,Sandton College,Sandton,Public,Digital Skills Push,Mid,Facebook,Static,True,Grade 12,Female,False,170.07,0.0,4379,76.0,289.0,124.0,0.0,0.0,9.0,5.0,10.0,0.06599680292304179,0.017355560630280886,0.4290657439446367,0.0,0.0,0.0,0.0020552637588490525,0.5555555555555556,18.896666666666665,34.013999999999996,
2026-08-05,Brixton High,Johannesburg South,Public,Literacy Week,Mid,WhatsApp,Static,False,Grade 11,All,False,0.0,0.0,409,91.0,98.0,72.0,42.0,0.0,2.0,0.0,8.0,0.2396088019559902,0.22249388753056235,0.7346938775510204,0.5833333333333334,0.0,0.0,0.004889975550122249,0.0,0.0,,
2026-05-31,Soweto Academy,Soweto,No-Fee Public,Digital Skills Push,Close,WhatsApp,Static,False,Both,Female,False,0.0,0.0,1248,257.0,323.0,150.0,119.0,53.0,0.0,1.0,15.0,0.2588141025641026,0.20592948717948717,0.46439628482972134,0.7933333333333333,0.44537815126050423,0.0,0.0,0.0,,0.0,
2026-04-17,Brixton High,Johannesburg South,Public,Literacy Week,Mid,Instagram,Story,True,Both,Female,False,388.03,428.03,7913,623.0,936.0,491.0,396.0,158.0,20.0,12.0,43.0,0.11828636421079236,0.07873120181979022,0.5245726495726496,0.8065173116089613,0.398989898989899,0.12658227848101267,0.002527486414760521,0.6,19.4015,32.33583333333333,0.906548606406093
2026-04-12,Alexandra School,Alexandra,No-Fee Public,Stem Drive,Launch,Facebook,Carousel,False,Both,Female,False,0.0,0.0,2566,219.0,86.0,54.0,37.0,16.0,0.0,0.0,6.0,0.03351519875292284,0.08534684333593141,0.627906976744186,0.6851851851851852,0.43243243243243246,0.0,0.0,0.0,,,
